Tue Nov 27 01:38:56 -02 2018
k=6 min=6 exploredSolutions=1 branchedSolutions=0 limitsChecked=47
k=6 min=6 exploredSolutions=110300000 branchedSolutions=1518256840 limitsChecked=1062586327
k=6 min=6 exploredSolutions=110400000 branchedSolutions=1519281132 limitsChecked=1063375221
k=6 min=6 exploredSolutions=110500000 branchedSolutions=1520305398 limitsChecked=1064164105
k=6 min=6 exploredSolutions=110600000 branchedSolutions=1521329657 limitsChecked=1064952987
k=6 min=6 exploredSolutions=110700000 branchedSolutions=1522353944 limitsChecked=1065741881
k=6 min=6 exploredSolutions=110800000 branchedSolutions=1523378215 limitsChecked=1066530767
k=6 min=6 exploredSolutions=110900000 branchedSolutions=1524402489 limitsChecked=1067319655
k=6 min=6 exploredSolutions=111000000 branchedSolutions=1525426788 limitsChecked=1068108553
k=6 min=6 exploredSolutions=111100000 branchedSolutions=1526451033 limitsChecked=1068897429
k=6 min=6 exploredSolutions=111200000 branchedSolutions=1527475318 limitsChecked=1069686321
k=6 min=6 exploredSolutions=111300000 branchedSolutions=1528499573 limitsChecked=1070475201
k=6 min=6 exploredSolutions=111400000 branchedSolutions=1529523877 limitsChecked=1071264101
k=6 min=6 exploredSolutions=111500000 branchedSolutions=1530548146 limitsChecked=1072052987
k=6 min=6 exploredSolutions=111600000 branchedSolutions=1531572385 limitsChecked=1072841861
k=6 min=6 exploredSolutions=111700000 branchedSolutions=1532596699 limitsChecked=1073630765
k=6 min=6 exploredSolutions=111800000 branchedSolutions=1533620963 limitsChecked=1074419649
k=6 min=6 exploredSolutions=111900000 branchedSolutions=1534645229 limitsChecked=1075208533
k=6 min=6 exploredSolutions=112000000 branchedSolutions=1535669498 limitsChecked=1075997419
k=6 min=6 exploredSolutions=112100000 branchedSolutions=1536693802 limitsChecked=1076786319
k=6 min=6 exploredSolutions=112200000 branchedSolutions=1537718052 limitsChecked=1077575197
k=6 min=6 exploredSolutions=112300000 branchedSolutions=1538742322 limitsChecked=1078364083
k=6 min=6 exploredSolutions=112400000 branchedSolutions=1539766652 limitsChecked=1079152993
k=6 min=6 exploredSolutions=112500000 branchedSolutions=1540790901 limitsChecked=1079941871
k=6 min=6 exploredSolutions=112600000 branchedSolutions=1541815187 limitsChecked=1080730763
k=6 min=6 exploredSolutions=112700000 branchedSolutions=1542839432 limitsChecked=1081519639
k=6 min=6 exploredSolutions=112800000 branchedSolutions=1543863716 limitsChecked=1082308531
k=6 min=6 exploredSolutions=112900000 branchedSolutions=1544887986 limitsChecked=1083097417
k=6 min=6 exploredSolutions=113000000 branchedSolutions=1545912257 limitsChecked=1083886303
k=6 min=6 exploredSolutions=113100000 branchedSolutions=1546936556 limitsChecked=1084675201
k=6 min=6 exploredSolutions=113200000 branchedSolutions=1547960821 limitsChecked=1085464085
k=6 min=6 exploredSolutions=113300000 branchedSolutions=1548985071 limitsChecked=1086252963
k=6 min=6 exploredSolutions=113400000 branchedSolutions=1550009325 limitsChecked=1087041843
k=6 min=6 exploredSolutions=113500000 branchedSolutions=1551033624 limitsChecked=1087830741
k=6 min=6 exploredSolutions=113600000 branchedSolutions=1552057895 limitsChecked=1088619627
k=6 min=6 exploredSolutions=113700000 branchedSolutions=1553082155 limitsChecked=1089408509
k=6 min=6 exploredSolutions=113800000 branchedSolutions=1554106459 limitsChecked=1090197409
k=6 min=6 exploredSolutions=113900000 branchedSolutions=1555130720 limitsChecked=1090986291
k=6 min=6 exploredSolutions=114000000 branchedSolutions=1556154974 limitsChecked=1091775171
k=6 min=6 exploredSolutions=114100000 branchedSolutions=1557179279 limitsChecked=1092564071
k=6 min=6 exploredSolutions=114200000 branchedSolutions=1558203529 limitsChecked=1093352949
k=6 min=6 exploredSolutions=114300000 branchedSolutions=1559227793 limitsChecked=1094141833
k=6 min=6 exploredSolutions=114400000 branchedSolutions=1560252054 limitsChecked=1094930715
k=6 min=6 exploredSolutions=114500000 branchedSolutions=1561276337 limitsChecked=1095719607
k=6 min=6 exploredSolutions=114600000 branchedSolutions=1562300639 limitsChecked=1096508505
k=6 min=6 exploredSolutions=114700000 branchedSolutions=1563324894 limitsChecked=1097297385
k=6 min=6 exploredSolutions=114800000 branchedSolutions=1564349208 limitsChecked=1098086289
k=6 min=6 exploredSolutions=114900000 branchedSolutions=1565373472 limitsChecked=1098875173
k=6 min=6 exploredSolutions=115000000 branchedSolutions=1566397723 limitsChecked=1099664051
k=6 min=6 exploredSolutions=115100000 branchedSolutions=1567422002 limitsChecked=1100452941
k=6 min=6 exploredSolutions=115200000 branchedSolutions=1568446274 limitsChecked=1101241829
k=6 min=6 exploredSolutions=115300000 branchedSolutions=1569470560 limitsChecked=1102030721
k=6 min=6 exploredSolutions=115400000 branchedSolutions=1570494829 limitsChecked=1102819607
k=6 min=6 exploredSolutions=115500000 branchedSolutions=1571519118 limitsChecked=1103608501
k=6 min=6 exploredSolutions=115600000 branchedSolutions=1572543383 limitsChecked=1104397385
k=6 min=6 exploredSolutions=115700000 branchedSolutions=1573567658 limitsChecked=1105186273
k=6 min=6 exploredSolutions=115800000 branchedSolutions=1574591918 limitsChecked=1105975155
k=6 min=6 exploredSolutions=115900000 branchedSolutions=1575616217 limitsChecked=1106764053
k=6 min=6 exploredSolutions=116000000 branchedSolutions=1576640481 limitsChecked=1107552937
k=6 min=6 exploredSolutions=116100000 branchedSolutions=1577664761 limitsChecked=1108341827
k=6 min=6 exploredSolutions=116200000 branchedSolutions=1578689060 limitsChecked=1109130725
k=6 min=6 exploredSolutions=116300000 branchedSolutions=1579713330 limitsChecked=1109919611
k=6 min=6 exploredSolutions=116400000 branchedSolutions=1580737586 limitsChecked=1110708491
k=6 min=6 exploredSolutions=116500000 branchedSolutions=1581761845 limitsChecked=1111497373
k=6 min=6 exploredSolutions=116600000 branchedSolutions=1582786150 limitsChecked=1112286273
k=6 min=6 exploredSolutions=116700000 branchedSolutions=1583810400 limitsChecked=1113075151
k=6 min=6 exploredSolutions=116800000 branchedSolutions=1584834681 limitsChecked=1113864041
k=6 min=6 exploredSolutions=116900000 branchedSolutions=1585858964 limitsChecked=1114652933
k=6 min=6 exploredSolutions=117000000 branchedSolutions=1586883213 limitsChecked=1115441811
k=6 min=6 exploredSolutions=117100000 branchedSolutions=1587907494 limitsChecked=1116230701
k=6 min=6 exploredSolutions=117200000 branchedSolutions=1588931787 limitsChecked=1117019597
k=6 min=6 exploredSolutions=117300000 branchedSolutions=1589956039 limitsChecked=1117808475
k=6 min=6 exploredSolutions=117400000 branchedSolutions=1590980298 limitsChecked=1118597357
k=6 min=6 exploredSolutions=117500000 branchedSolutions=1592004574 limitsChecked=1119386245
k=6 min=6 exploredSolutions=117600000 branchedSolutions=1593028863 limitsChecked=1120175139
k=6 min=6 exploredSolutions=117700000 branchedSolutions=1594053138 limitsChecked=1120964027
k=6 min=6 exploredSolutions=117800000 branchedSolutions=1595077394 limitsChecked=1121752907
k=6 min=6 exploredSolutions=117900000 branchedSolutions=1596101666 limitsChecked=1122541795
k=6 min=6 exploredSolutions=118000000 branchedSolutions=1597125946 limitsChecked=1123330685
k=6 min=6 exploredSolutions=118100000 branchedSolutions=1598150202 limitsChecked=1124119565
k=6 min=6 exploredSolutions=118200000 branchedSolutions=1599174472 limitsChecked=1124908451
k=6 min=6 exploredSolutions=118300000 branchedSolutions=1600198787 limitsChecked=1125697355
k=6 min=6 exploredSolutions=118400000 branchedSolutions=1601223053 limitsChecked=1126486239
k=6 min=6 exploredSolutions=118500000 branchedSolutions=1602247322 limitsChecked=1127275125
k=6 min=6 exploredSolutions=118600000 branchedSolutions=1603271611 limitsChecked=1128064019
k=6 min=6 exploredSolutions=118700000 branchedSolutions=1604295886 limitsChecked=1128852907
k=6 min=6 exploredSolutions=118800000 branchedSolutions=1605320139 limitsChecked=1129641787
k=6 min=6 exploredSolutions=118900000 branchedSolutions=1606344405 limitsChecked=1130430671
k=6 min=6 exploredSolutions=119000000 branchedSolutions=1607368703 limitsChecked=1131219569
k=6 min=6 exploredSolutions=119100000 branchedSolutions=1608392963 limitsChecked=1132008451
k=6 min=6 exploredSolutions=119200000 branchedSolutions=1609417238 limitsChecked=1132797339
k=6 min=6 exploredSolutions=119300000 branchedSolutions=1610441547 limitsChecked=1133586241
k=6 min=6 exploredSolutions=119400000 branchedSolutions=1611465806 limitsChecked=1134375123
k=6 min=6 exploredSolutions=119500000 branchedSolutions=1612490072 limitsChecked=1135164007
k=6 min=6 exploredSolutions=119600000 branchedSolutions=1613514326 limitsChecked=1135952887
k=6 min=6 exploredSolutions=119700000 branchedSolutions=1614538618 limitsChecked=1136741783
k=6 min=6 exploredSolutions=119800000 branchedSolutions=1615916037 limitsChecked=1137706280
k=6 min=6 exploredSolutions=119900000 branchedSolutions=1618160991 limitsChecked=1139103476
k=6 min=6 exploredSolutions=120000000 branchedSolutions=1620406525 limitsChecked=1140500674
k=6 min=6 exploredSolutions=120100000 branchedSolutions=1622650043 limitsChecked=1141897872
k=6 min=6 exploredSolutions=120200000 branchedSolutions=1624895611 limitsChecked=1143295082
k=6 min=6 exploredSolutions=120300000 branchedSolutions=1627140565 limitsChecked=1144692278
k=6 min=6 exploredSolutions=120400000 branchedSolutions=1629385236 limitsChecked=1146089476
k=6 min=6 exploredSolutions=120500000 branchedSolutions=1631628759 limitsChecked=1147486676
k=6 min=6 exploredSolutions=120600000 branchedSolutions=1633872273 limitsChecked=1148883872
k=6 min=6 exploredSolutions=120700000 branchedSolutions=1636115819 limitsChecked=1150281080
k=6 min=6 exploredSolutions=120800000 branchedSolutions=1638359343 limitsChecked=1151678280
k=6 min=6 exploredSolutions=120900000 branchedSolutions=1640603440 limitsChecked=1153075478
k=6 min=6 exploredSolutions=121000000 branchedSolutions=1642848691 limitsChecked=1154472678
k=6 min=6 exploredSolutions=121100000 branchedSolutions=1645094536 limitsChecked=1155869884
k=6 min=6 exploredSolutions=121200000 branchedSolutions=1647338054 limitsChecked=1157267082
k=6 min=6 exploredSolutions=121300000 branchedSolutions=1649582731 limitsChecked=1158664282
k=6 min=6 exploredSolutions=121400000 branchedSolutions=1651827978 limitsChecked=1160061480
k=6 min=6 exploredSolutions=121500000 branchedSolutions=1654073229 limitsChecked=1161458680
k=6 min=6 exploredSolutions=121600000 branchedSolutions=1656316760 limitsChecked=1162855882
k=6 min=6 exploredSolutions=121700000 branchedSolutions=1658560289 limitsChecked=1164253084
k=6 min=6 exploredSolutions=121800000 branchedSolutions=1660803808 limitsChecked=1165650282
k=6 min=6 exploredSolutions=121900000 branchedSolutions=1663047322 limitsChecked=1167047478
k=6 min=6 exploredSolutions=122000000 branchedSolutions=1665290856 limitsChecked=1168444682
k=6 min=6 exploredSolutions=122100000 branchedSolutions=1667534393 limitsChecked=1169841886
k=6 min=6 exploredSolutions=122200000 branchedSolutions=1669777916 limitsChecked=1171239086
k=6 min=6 exploredSolutions=122300000 branchedSolutions=1672021435 limitsChecked=1172636284
k=6 min=6 exploredSolutions=122400000 branchedSolutions=1674264960 limitsChecked=1174033484
k=6 min=6 exploredSolutions=122500000 branchedSolutions=1676508489 limitsChecked=1175430686
k=6 min=6 exploredSolutions=122600000 branchedSolutions=1678752014 limitsChecked=1176827886
k=6 min=6 exploredSolutions=122700000 branchedSolutions=1680995532 limitsChecked=1178225084
k=6 min=6 exploredSolutions=122800000 branchedSolutions=1683239073 limitsChecked=1179622290
k=6 min=6 exploredSolutions=122900000 branchedSolutions=1685482608 limitsChecked=1181019494
k=6 min=6 exploredSolutions=123000000 branchedSolutions=1687726105 limitsChecked=1182416684
k=6 min=6 exploredSolutions=123100000 branchedSolutions=1689969635 limitsChecked=1183813886
k=6 min=6 exploredSolutions=123200000 branchedSolutions=1692215485 limitsChecked=1185211094
k=6 min=6 exploredSolutions=123300000 branchedSolutions=1694460445 limitsChecked=1186608292
k=6 min=6 exploredSolutions=123400000 branchedSolutions=1696704844 limitsChecked=1188005496
k=6 min=6 exploredSolutions=123500000 branchedSolutions=1698948351 limitsChecked=1189402690
k=6 min=6 exploredSolutions=123600000 branchedSolutions=1701194181 limitsChecked=1190799890
k=6 min=6 exploredSolutions=123700000 branchedSolutions=1703440013 limitsChecked=1192197092
k=6 min=6 exploredSolutions=123800000 branchedSolutions=1705683549 limitsChecked=1193594296
k=6 min=6 exploredSolutions=123900000 branchedSolutions=1707927079 limitsChecked=1194991498
k=6 min=6 exploredSolutions=124000000 branchedSolutions=1710170581 limitsChecked=1196388690
k=6 min=6 exploredSolutions=124100000 branchedSolutions=1712414116 limitsChecked=1197785894
k=6 min=6 exploredSolutions=124200000 branchedSolutions=1714657634 limitsChecked=1199183092
k=6 min=6 exploredSolutions=124300000 branchedSolutions=1716902905 limitsChecked=1200580298
k=6 min=6 exploredSolutions=124400000 branchedSolutions=1719148162 limitsChecked=1201977500
k=6 min=6 exploredSolutions=124500000 branchedSolutions=1721392833 limitsChecked=1203374698
k=6 min=6 exploredSolutions=124600000 branchedSolutions=1723636346 limitsChecked=1204771894
k=6 min=6 exploredSolutions=124700000 branchedSolutions=1725882191 limitsChecked=1206169100
k=6 min=6 exploredSolutions=124800000 branchedSolutions=1728127438 limitsChecked=1207566298
k=6 min=6 exploredSolutions=124900000 branchedSolutions=1730371548 limitsChecked=1208963502
k=6 min=6 exploredSolutions=125000000 branchedSolutions=1732615068 limitsChecked=1210360700
k=6 min=6 exploredSolutions=125100000 branchedSolutions=1734858581 limitsChecked=1211757896
k=6 min=6 exploredSolutions=125200000 branchedSolutions=1737102116 limitsChecked=1213155100
k=6 min=6 exploredSolutions=125300000 branchedSolutions=1739345635 limitsChecked=1214552298
k=6 min=6 exploredSolutions=125400000 branchedSolutions=1741589176 limitsChecked=1215949504
k=6 min=6 exploredSolutions=125500000 branchedSolutions=1743832695 limitsChecked=1217346702
k=6 min=6 exploredSolutions=125600000 branchedSolutions=1746076214 limitsChecked=1218743900
k=6 min=6 exploredSolutions=125700000 branchedSolutions=1748319738 limitsChecked=1220141100
k=6 min=6 exploredSolutions=125800000 branchedSolutions=1750563273 limitsChecked=1221538304
k=6 min=6 exploredSolutions=125900000 branchedSolutions=1752806802 limitsChecked=1222935506
k=6 min=6 exploredSolutions=126000000 branchedSolutions=1755050311 limitsChecked=1224332700
k=6 min=6 exploredSolutions=126100000 branchedSolutions=1757293835 limitsChecked=1225729900
k=6 min=6 exploredSolutions=126200000 branchedSolutions=1759537381 limitsChecked=1227127108
k=6 min=6 exploredSolutions=126300000 branchedSolutions=1761780889 limitsChecked=1228524302
k=6 min=6 exploredSolutions=126400000 branchedSolutions=1764024418 limitsChecked=1229921504
k=6 min=6 exploredSolutions=126500000 branchedSolutions=1766268548 limitsChecked=1231318714
k=6 min=6 exploredSolutions=126600000 branchedSolutions=1768513773 limitsChecked=1232715904
k=6 min=6 exploredSolutions=126700000 branchedSolutions=1770759617 limitsChecked=1234113110
k=6 min=6 exploredSolutions=126800000 branchedSolutions=1773003135 limitsChecked=1235510308
k=6 min=6 exploredSolutions=126900000 branchedSolutions=1775247817 limitsChecked=1236907510
k=6 min=6 exploredSolutions=127000000 branchedSolutions=1777493076 limitsChecked=1238304712
k=6 min=6 exploredSolutions=127100000 branchedSolutions=1779738316 limitsChecked=1239701908
k=6 min=6 exploredSolutions=127200000 branchedSolutions=1781981846 limitsChecked=1241099110
k=6 min=6 exploredSolutions=127300000 branchedSolutions=1784225365 limitsChecked=1242496308
k=6 min=6 exploredSolutions=127400000 branchedSolutions=1786468900 limitsChecked=1243893512
k=6 min=6 exploredSolutions=127500000 branchedSolutions=1788712430 limitsChecked=1245290714
k=6 min=6 exploredSolutions=127600000 branchedSolutions=1790955932 limitsChecked=1246687906
k=6 min=6 exploredSolutions=127700000 branchedSolutions=1793201783 limitsChecked=1248085114
k=6 min=6 exploredSolutions=127800000 branchedSolutions=1795447600 limitsChecked=1249482310
k=6 min=6 exploredSolutions=127900000 branchedSolutions=1797691146 limitsChecked=1250879518
k=6 min=6 exploredSolutions=128000000 branchedSolutions=1799935535 limitsChecked=1252276718
k=6 min=6 exploredSolutions=128100000 branchedSolutions=1802180477 limitsChecked=1253673910
